emoji,name,shortname
🧖🏿‍♂️,man_in_steamy_room:dark_skin_tone,:man_in_steamy_room:dark_skin_tone:
🧖🏿‍♂,man_in_steamy_room:dark_skin_tone,:man_in_steamy_room:dark_skin_tone:
🧗,person_climbing,:person_climbing:
🧗🏻,person_climbing:light_skin_tone,:person_climbing:light_skin_tone:
🧗🏼,person_climbing:medium-light_skin_tone,:person_climbing:medium-light_skin_tone:
🧗🏽,person_climbing:medium_skin_tone,:person_climbing:medium_skin_tone:
🧗🏾,person_climbing:medium-dark_skin_tone,:person_climbing:medium-dark_skin_tone:
🧗🏿,person_climbing:dark_skin_tone,:person_climbing:dark_skin_tone:
🧗‍♀️,woman_climbing,:woman_climbing:
🧗‍♀,woman_climbing,:woman_climbing:
🧗🏻‍♀️,woman_climbing:light_skin_tone,:woman_climbing:light_skin_tone:
🧗🏻‍♀,woman_climbing:light_skin_tone,:woman_climbing:light_skin_tone:
🧗🏼‍♀️,woman_climbing:medium-light_skin_tone,:woman_climbing:medium-light_skin_tone:
🧗🏼‍♀,woman_climbing:medium-light_skin_tone,:woman_climbing:medium-light_skin_tone:
🧗🏽‍♀️,woman_climbing:medium_skin_tone,:woman_climbing:medium_skin_tone:
🧗🏽‍♀,woman_climbing:medium_skin_tone,:woman_climbing:medium_skin_tone:
🧗🏾‍♀️,woman_climbing:medium-dark_skin_tone,:woman_climbing:medium-dark_skin_tone:
🧗🏾‍♀,woman_climbing:medium-dark_skin_tone,:woman_climbing:medium-dark_skin_tone:
🧗🏿‍♀️,woman_climbing:dark_skin_tone,:woman_climbing:dark_skin_tone:
🧗🏿‍♀,woman_climbing:dark_skin_tone,:woman_climbing:dark_skin_tone:
🧗‍♂️,man_climbing,:man_climbing:
🧗‍♂,man_climbing,:man_climbing:
🧗🏻‍♂️,man_climbing:light_skin_tone,:man_climbing:light_skin_tone:
🧗🏻‍♂,man_climbing:light_skin_tone,:man_climbing:light_skin_tone:
🧗🏼‍♂️,man_climbing:medium-light_skin_tone,:man_climbing:medium-light_skin_tone:
🧗🏼‍♂,man_climbing:medium-light_skin_tone,:man_climbing:medium-light_skin_tone:
🧗🏽‍♂️,man_climbing:medium_skin_tone,:man_climbing:medium_skin_tone:
🧗🏽‍♂,man_climbing:medium_skin_tone,:man_climbing:medium_skin_tone:
🧗🏾‍♂️,man_climbing:medium-dark_skin_tone,:man_climbing:medium-dark_skin_tone:
🧗🏾‍♂,man_climbing:medium-dark_skin_tone,:man_climbing:medium-dark_skin_tone:
🧗🏿‍♂️,man_climbing:dark_skin_tone,:man_climbing:dark_skin_tone:
🧗🏿‍♂,man_climbing:dark_skin_tone,:man_climbing:dark_skin_tone:
🧘,person_in_lotus_position,:person_in_lotus_position:
🧘🏻,person_in_lotus_position:light_skin_tone,:person_in_lotus_position:light_skin_tone:
🧘🏼,person_in_lotus_position:medium-light_skin_tone,:person_in_lotus_position:medium-light_skin_tone:
🧘🏽,person_in_lotus_position:medium_skin_tone,:person_in_lotus_position:medium_skin_tone:
🧘🏾,person_in_lotus_position:medium-dark_skin_tone,:person_in_lotus_position:medium-dark_skin_tone:
🧘🏿,person_in_lotus_position:dark_skin_tone,:person_in_lotus_position:dark_skin_tone:
🧘‍♀️,woman_in_lotus_position,:woman_in_lotus_position:
🧘‍♀,woman_in_lotus_position,:woman_in_lotus_position:
🧘🏻‍♀️,woman_in_lotus_position:light_skin_tone,:woman_in_lotus_position:light_skin_tone:
🧘🏻‍♀,woman_in_lotus_position:light_skin_tone,:woman_in_lotus_position:light_skin_tone:
🧘🏼‍♀️,woman_in_lotus_position:medium-light_skin_tone,:woman_in_lotus_position:medium-light_skin_tone:
🧘🏼‍♀,woman_in_lotus_position:medium-light_skin_tone,:woman_in_lotus_position:medium-light_skin_tone:
🧘🏽‍♀️,woman_in_lotus_position:medium_skin_tone,:woman_in_lotus_position:medium_skin_tone:
🧘🏽‍♀,woman_in_lotus_position:medium_skin_tone,:woman_in_lotus_position:medium_skin_tone:
🧘🏾‍♀️,woman_in_lotus_position:medium-dark_skin_tone,:woman_in_lotus_position:medium-dark_skin_tone:
🧘🏾‍♀,woman_in_lotus_position:medium-dark_skin_tone,:woman_in_lotus_position:medium-dark_skin_tone:
🧘🏿‍♀️,woman_in_lotus_position:dark_skin_tone,:woman_in_lotus_position:dark_skin_tone:
🧘🏿‍♀,woman_in_lotus_position:dark_skin_tone,:woman_in_lotus_position:dark_skin_tone:
🧘‍♂️,man_in_lotus_position,:man_in_lotus_position:
🧘‍♂,man_in_lotus_position,:man_in_lotus_position:
🧘🏻‍♂️,man_in_lotus_position:light_skin_tone,:man_in_lotus_position:light_skin_tone:
🧘🏻‍♂,man_in_lotus_position:light_skin_tone,:man_in_lotus_position:light_skin_tone:
🧘🏼‍♂️,man_in_lotus_position:medium-light_skin_tone,:man_in_lotus_position:medium-light_skin_tone:
🧘🏼‍♂,man_in_lotus_position:medium-light_skin_tone,:man_in_lotus_position:medium-light_skin_tone:
🧘🏽‍♂️,man_in_lotus_position:medium_skin_tone,:man_in_lotus_position:medium_skin_tone:
🧘🏽‍♂,man_in_lotus_position:medium_skin_tone,:man_in_lotus_position:medium_skin_tone:
🧘🏾‍♂️,man_in_lotus_position:medium-dark_skin_tone,:man_in_lotus_position:medium-dark_skin_tone:
🧘🏾‍♂,man_in_lotus_position:medium-dark_skin_tone,:man_in_lotus_position:medium-dark_skin_tone:
🧘🏿‍♂️,man_in_lotus_position:dark_skin_tone,:man_in_lotus_position:dark_skin_tone:
🧘🏿‍♂,man_in_lotus_position:dark_skin_tone,:man_in_lotus_position:dark_skin_tone:
🛀,person_taking_bath,:person_taking_bath:
🛀🏻,person_taking_bath:light_skin_tone,:person_taking_bath:light_skin_tone:
🛀🏼,person_taking_bath:medium-light_skin_tone,:person_taking_bath:medium-light_skin_tone:
🛀🏽,person_taking_bath:medium_skin_tone,:person_taking_bath:medium_skin_tone:
🛀🏾,person_taking_bath:medium-dark_skin_tone,:person_taking_bath:medium-dark_skin_tone:
🛀🏿,person_taking_bath:dark_skin_tone,:person_taking_bath:dark_skin_tone:
🛌,person_in_bed,:person_in_bed:
🛌🏻,person_in_bed:light_skin_tone,:person_in_bed:light_skin_tone:
🛌🏼,person_in_bed:medium-light_skin_tone,:person_in_bed:medium-light_skin_tone:
🛌🏽,person_in_bed:medium_skin_tone,:person_in_bed:medium_skin_tone:
🛌🏾,person_in_bed:medium-dark_skin_tone,:person_in_bed:medium-dark_skin_tone:
🛌🏿,person_in_bed:dark_skin_tone,:person_in_bed:dark_skin_tone:
🕴️,man_in_suit_levitating,:man_in_suit_levitating:
🕴,man_in_suit_levitating,:man_in_suit_levitating:
🕴🏻,man_in_suit_levitating:light_skin_tone,:man_in_suit_levitating:light_skin_tone:
🕴🏼,man_in_suit_levitating:medium-light_skin_tone,:man_in_suit_levitating:medium-light_skin_tone:
🕴🏽,man_in_suit_levitating:medium_skin_tone,:man_in_suit_levitating:medium_skin_tone:
🕴🏾,man_in_suit_levitating:medium-dark_skin_tone,:man_in_suit_levitating:medium-dark_skin_tone:
🕴🏿,man_in_suit_levitating:dark_skin_tone,:man_in_suit_levitating:dark_skin_tone:
🗣️,speaking_head,:speaking_head:
🗣,speaking_head,:speaking_head:
👤,bust_in_silhouette,:bust_in_silhouette:
👥,busts_in_silhouette,:busts_in_silhouette:
🤺,person_fencing,:person_fencing:
🏇,horse_racing,:horse_racing:
🏇🏻,horse_racing:light_skin_tone,:horse_racing:light_skin_tone:
🏇🏼,horse_racing:medium-light_skin_tone,:horse_racing:medium-light_skin_tone:
🏇🏽,horse_racing:medium_skin_tone,:horse_racing:medium_skin_tone:
🏇🏾,horse_racing:medium-dark_skin_tone,:horse_racing:medium-dark_skin_tone:
🏇🏿,horse_racing:dark_skin_tone,:horse_racing:dark_skin_tone:
⛷️,skier,:skier:
⛷,skier,:skier:
🏂,snowboarder,:snowboarder:
🏂🏻,snowboarder:light_skin_tone,:snowboarder:light_skin_tone:
🏂🏼,snowboarder:medium-light_skin_tone,:snowboarder:medium-light_skin_tone:
🏂🏽,snowboarder:medium_skin_tone,:snowboarder:medium_skin_tone:
🏂🏾,snowboarder:medium-dark_skin_tone,:snowboarder:medium-dark_skin_tone:
🏂🏿,snowboarder:dark_skin_tone,:snowboarder:dark_skin_tone:
🏌️,person_golfing,:person_golfing:
🏌,person_golfing,:person_golfing:
🏌🏻,person_golfing:light_skin_tone,:person_golfing:light_skin_tone:
🏌🏼,person_golfing:medium-light_skin_tone,:person_golfing:medium-light_skin_tone:
🏌🏽,person_golfing:medium_skin_tone,:person_golfing:medium_skin_tone:
🏌🏾,person_golfing:medium-dark_skin_tone,:person_golfing:medium-dark_skin_tone:
🏌🏿,person_golfing:dark_skin_tone,:person_golfing:dark_skin_tone:
🏌️‍♂️,man_golfing,:man_golfing:
🏌‍♂️,man_golfing,:man_golfing:
🏌️‍♂,man_golfing,:man_golfing:
🏌‍♂,man_golfing,:man_golfing:
🏌🏻‍♂️,man_golfing:light_skin_tone,:man_golfing:light_skin_tone:
🏌🏻‍♂,man_golfing:light_skin_tone,:man_golfing:light_skin_tone:
🏌🏼‍♂️,man_golfing:medium-light_skin_tone,:man_golfing:medium-light_skin_tone:
🏌🏼‍♂,man_golfing:medium-light_skin_tone,:man_golfing:medium-light_skin_tone:
🏌🏽‍♂️,man_golfing:medium_skin_tone,:man_golfing:medium_skin_tone:
🏌🏽‍♂,man_golfing:medium_skin_tone,:man_golfing:medium_skin_tone:
🏌🏾‍♂️,man_golfing:medium-dark_skin_tone,:man_golfing:medium-dark_skin_tone:
🏌🏾‍♂,man_golfing:medium-dark_skin_tone,:man_golfing:medium-dark_skin_tone:
🏌🏿‍♂️,man_golfing:dark_skin_tone,:man_golfing:dark_skin_tone:
🏌🏿‍♂,man_golfing:dark_skin_tone,:man_golfing:dark_skin_tone:
🏌️‍♀️,woman_golfing,:woman_golfing:
🏌‍♀️,woman_golfing,:woman_golfing:
🏌️‍♀,woman_golfing,:woman_golfing:
🏌‍♀,woman_golfing,:woman_golfing:
🏌🏻‍♀️,woman_golfing:light_skin_tone,:woman_golfing:light_skin_tone:
🏌🏻‍♀,woman_golfing:light_skin_tone,:woman_golfing:light_skin_tone:
🏌🏼‍♀️,woman_golfing:medium-light_skin_tone,:woman_golfing:medium-light_skin_tone:
🏌🏼‍♀,woman_golfing:medium-light_skin_tone,:woman_golfing:medium-light_skin_tone:
🏌🏽‍♀️,woman_golfing:medium_skin_tone,:woman_golfing:medium_skin_tone:
🏌🏽‍♀,woman_golfing:medium_skin_tone,:woman_golfing:medium_skin_tone:
🏌🏾‍♀️,woman_golfing:medium-dark_skin_tone,:woman_golfing:medium-dark_skin_tone:
🏌🏾‍♀,woman_golfing:medium-dark_skin_tone,:woman_golfing:medium-dark_skin_tone:
🏌🏿‍♀️,woman_golfing:dark_skin_tone,:woman_golfing:dark_skin_tone:
🏌🏿‍♀,woman_golfing:dark_skin_tone,:woman_golfing:dark_skin_tone:
🏄,person_surfing,:person_surfing:
🏄🏻,person_surfing:light_skin_tone,:person_surfing:light_skin_tone:
🏄🏼,person_surfing:medium-light_skin_tone,:person_surfing:medium-light_skin_tone:
🏄🏽,person_surfing:medium_skin_tone,:person_surfing:medium_skin_tone:
🏄🏾,person_surfing:medium-dark_skin_tone,:person_surfing:medium-dark_skin_tone:
🏄🏿,person_surfing:dark_skin_tone,:person_surfing:dark_skin_tone:
🏄‍♂️,man_surfing,:man_surfing:
🏄‍♂,man_surfing,:man_surfing:
🏄🏻‍♂️,man_surfing:light_skin_tone,:man_surfing:light_skin_tone:
🏄🏻‍♂,man_surfing:light_skin_tone,:man_surfing:light_skin_tone:
🏄🏼‍♂️,man_surfing:medium-light_skin_tone,:man_surfing:medium-light_skin_tone:
🏄🏼‍♂,man_surfing:medium-light_skin_tone,:man_surfing:medium-light_skin_tone:
🏄🏽‍♂️,man_surfing:medium_skin_tone,:man_surfing:medium_skin_tone:
🏄🏽‍♂,man_surfing:medium_skin_tone,:man_surfing:medium_skin_tone:
🏄🏾‍♂️,man_surfing:medium-dark_skin_tone,:man_surfing:medium-dark_skin_tone:
🏄🏾‍♂,man_surfing:medium-dark_skin_tone,:man_surfing:medium-dark_skin_tone:
🏄🏿‍♂️,man_surfing:dark_skin_tone,:man_surfing:dark_skin_tone:
🏄🏿‍♂,man_surfing:dark_skin_tone,:man_surfing:dark_skin_tone:
🏄‍♀️,woman_surfing,:woman_surfing:
🏄‍♀,woman_surfing,:woman_surfing:
🏄🏻‍♀️,woman_surfing:light_skin_tone,:woman_surfing:light_skin_tone:
🏄🏻‍♀,woman_surfing:light_skin_tone,:woman_surfing:light_skin_tone:
🏄🏼‍♀️,woman_surfing:medium-light_skin_tone,:woman_surfing:medium-light_skin_tone:
🏄🏼‍♀,woman_surfing:medium-light_skin_tone,:woman_surfing:medium-light_skin_tone:
🏄🏽‍♀️,woman_surfing:medium_skin_tone,:woman_surfing:medium_skin_tone:
🏄🏽‍♀,woman_surfing:medium_skin_tone,:woman_surfing:medium_skin_tone:
🏄🏾‍♀️,woman_surfing:medium-dark_skin_tone,:woman_surfing:medium-dark_skin_tone:
🏄🏾‍♀,woman_surfing:medium-dark_skin_tone,:woman_surfing:medium-dark_skin_tone:
🏄🏿‍♀️,woman_surfing:dark_skin_tone,:woman_surfing:dark_skin_tone:
🏄🏿‍♀,woman_surfing:dark_skin_tone,:woman_surfing:dark_skin_tone:
🚣,person_rowing_boat,:person_rowing_boat:
🚣🏻,person_rowing_boat:light_skin_tone,:person_rowing_boat:light_skin_tone:
🚣🏼,person_rowing_boat:medium-light_skin_tone,:person_rowing_boat:medium-light_skin_tone:
🚣🏽,person_rowing_boat:medium_skin_tone,:person_rowing_boat:medium_skin_tone:
🚣🏾,person_rowing_boat:medium-dark_skin_tone,:person_rowing_boat:medium-dark_skin_tone:
🚣🏿,person_rowing_boat:dark_skin_tone,:person_rowing_boat:dark_skin_tone:
🚣‍♂️,man_rowing_boat,:man_rowing_boat:
🚣‍♂,man_rowing_boat,:man_rowing_boat:
🚣🏻‍♂️,man_rowing_boat:light_skin_tone,:man_rowing_boat:light_skin_tone:
🚣🏻‍♂,man_rowing_boat:light_skin_tone,:man_rowing_boat:light_skin_tone:
🚣🏼‍♂️,man_rowing_boat:medium-light_skin_tone,:man_rowing_boat:medium-light_skin_tone:
🚣🏼‍♂,man_rowing_boat:medium-light_skin_tone,:man_rowing_boat:medium-light_skin_tone:
🚣🏽‍♂️,man_rowing_boat:medium_skin_tone,:man_rowing_boat:medium_skin_tone:
🚣🏽‍♂,man_rowing_boat:medium_skin_tone,:man_rowing_boat:medium_skin_tone:
🚣🏾‍♂️,man_rowing_boat:medium-dark_skin_tone,:man_rowing_boat:medium-dark_skin_tone:
🚣🏾‍♂,man_rowing_boat:medium-dark_skin_tone,:man_rowing_boat:medium-dark_skin_tone:
🚣🏿‍♂️,man_rowing_boat:dark_skin_tone,:man_rowing_boat:dark_skin_tone:
🚣🏿‍♂,man_rowing_boat:dark_skin_tone,:man_rowing_boat:dark_skin_tone:
🚣‍♀️,woman_rowing_boat,:woman_rowing_boat:
🚣‍♀,woman_rowing_boat,:woman_rowing_boat:
🚣🏻‍♀️,woman_rowing_boat:light_skin_tone,:woman_rowing_boat:light_skin_tone:
🚣🏻‍♀,woman_rowing_boat:light_skin_tone,:woman_rowing_boat:light_skin_tone:
🚣🏼‍♀️,woman_rowing_boat:medium-light_skin_tone,:woman_rowing_boat:medium-light_skin_tone:
🚣🏼‍♀,woman_rowing_boat:medium-light_skin_tone,:woman_rowing_boat:medium-light_skin_tone:
🚣🏽‍♀️,woman_rowing_boat:medium_skin_tone,:woman_rowing_boat:medium_skin_tone:
🚣🏽‍♀,woman_rowing_boat:medium_skin_tone,:woman_rowing_boat:medium_skin_tone:
🚣🏾‍♀️,woman_rowing_boat:medium-dark_skin_tone,:woman_rowing_boat:medium-dark_skin_tone:
🚣🏾‍♀,woman_rowing_boat:medium-dark_skin_tone,:woman_rowing_boat:medium-dark_skin_tone:
🚣🏿‍♀️,woman_rowing_boat:dark_skin_tone,:woman_rowing_boat:dark_skin_tone:
🚣🏿‍♀,woman_rowing_boat:dark_skin_tone,:woman_rowing_boat:dark_skin_tone:
🏊,person_swimming,:person_swimming:
🏊🏻,person_swimming:light_skin_tone,:person_swimming:light_skin_tone:
🏊🏼,person_swimming:medium-light_skin_tone,:person_swimming:medium-light_skin_tone:
🏊🏽,person_swimming:medium_skin_tone,:person_swimming:medium_skin_tone:
🏊🏾,person_swimming:medium-dark_skin_tone,:person_swimming:medium-dark_skin_tone:
🏊🏿,person_swimming:dark_skin_tone,:person_swimming:dark_skin_tone:
🏊‍♂️,man_swimming,:man_swimming:
🏊‍♂,man_swimming,:man_swimming:
🏊🏻‍♂️,man_swimming:light_skin_tone,:man_swimming:light_skin_tone:
🏊🏻‍♂,man_swimming:light_skin_tone,:man_swimming:light_skin_tone:
🏊🏼‍♂️,man_swimming:medium-light_skin_tone,:man_swimming:medium-light_skin_tone:
🏊🏼‍♂,man_swimming:medium-light_skin_tone,:man_swimming:medium-light_skin_tone:
🏊🏽‍♂️,man_swimming:medium_skin_tone,:man_swimming:medium_skin_tone:
🏊🏽‍♂,man_swimming:medium_skin_tone,:man_swimming:medium_skin_tone:
🏊🏾‍♂️,man_swimming:medium-dark_skin_tone,:man_swimming:medium-dark_skin_tone:
🏊🏾‍♂,man_swimming:medium-dark_skin_tone,:man_swimming:medium-dark_skin_tone:
🏊🏿‍♂️,man_swimming:dark_skin_tone,:man_swimming:dark_skin_tone:
🏊🏿‍♂,man_swimming:dark_skin_tone,:man_swimming:dark_skin_tone:
🏊‍♀️,woman_swimming,:woman_swimming:
🏊‍♀,woman_swimming,:woman_swimming:
🏊🏻‍♀️,woman_swimming:light_skin_tone,:woman_swimming:light_skin_tone:
🏊🏻‍♀,woman_swimming:light_skin_tone,:woman_swimming:light_skin_tone:
🏊🏼‍♀️,woman_swimming:medium-light_skin_tone,:woman_swimming:medium-light_skin_tone:
🏊🏼‍♀,woman_swimming:medium-light_skin_tone,:woman_swimming:medium-light_skin_tone:
🏊🏽‍♀️,woman_swimming:medium_skin_tone,:woman_swimming:medium_skin_tone:
🏊🏽‍♀,woman_swimming:medium_skin_tone,:woman_swimming:medium_skin_tone:
🏊🏾‍♀️,woman_swimming:medium-dark_skin_tone,:woman_swimming:medium-dark_skin_tone:
🏊🏾‍♀,woman_swimming:medium-dark_skin_tone,:woman_swimming:medium-dark_skin_tone:
🏊🏿‍♀️,woman_swimming:dark_skin_tone,:woman_swimming:dark_skin_tone:
🏊🏿‍♀,woman_swimming:dark_skin_tone,:woman_swimming:dark_skin_tone:
⛹️,person_bouncing_ball,:person_bouncing_ball:
⛹,person_bouncing_ball,:person_bouncing_ball:
⛹🏻,person_bouncing_ball:light_skin_tone,:person_bouncing_ball:light_skin_tone:
⛹🏼,person_bouncing_ball:medium-light_skin_tone,:person_bouncing_ball:medium-light_skin_tone:
⛹🏽,person_bouncing_ball:medium_skin_tone,:person_bouncing_ball:medium_skin_tone:
⛹🏾,person_bouncing_ball:medium-dark_skin_tone,:person_bouncing_ball:medium-dark_skin_tone:
⛹🏿,person_bouncing_ball:dark_skin_tone,:person_bouncing_ball:dark_skin_tone:
⛹️‍♂️,man_bouncing_ball,:man_bouncing_ball:
⛹‍♂️,man_bouncing_ball,:man_bouncing_ball:
⛹️‍♂,man_bouncing_ball,:man_bouncing_ball:
⛹‍♂,man_bouncing_ball,:man_bouncing_ball:
⛹🏻‍♂️,man_bouncing_ball:light_skin_tone,:man_bouncing_ball:light_skin_tone:
⛹🏻‍♂,man_bouncing_ball:light_skin_tone,:man_bouncing_ball:light_skin_tone:
⛹🏼‍♂️,man_bouncing_ball:medium-light_skin_tone,:man_bouncing_ball:medium-light_skin_tone:
⛹🏼‍♂,man_bouncing_ball:medium-light_skin_tone,:man_bouncing_ball:medium-light_skin_tone:
⛹🏽‍♂️,man_bouncing_ball:medium_skin_tone,:man_bouncing_ball:medium_skin_tone:
⛹🏽‍♂,man_bouncing_ball:medium_skin_tone,:man_bouncing_ball:medium_skin_tone:
⛹🏾‍♂️,man_bouncing_ball:medium-dark_skin_tone,:man_bouncing_ball:medium-dark_skin_tone:
⛹🏾‍♂,man_bouncing_ball:medium-dark_skin_tone,:man_bouncing_ball:medium-dark_skin_tone:
⛹🏿‍♂️,man_bouncing_ball:dark_skin_tone,:man_bouncing_ball:dark_skin_tone:
⛹🏿‍♂,man_bouncing_ball:dark_skin_tone,:man_bouncing_ball:dark_skin_tone:
⛹️‍♀️,woman_bouncing_ball,:woman_bouncing_ball:
⛹‍♀️,woman_bouncing_ball,:woman_bouncing_ball:
⛹️‍♀,woman_bouncing_ball,:woman_bouncing_ball:
⛹‍♀,woman_bouncing_ball,:woman_bouncing_ball:
⛹🏻‍♀️,woman_bouncing_ball:light_skin_tone,:woman_bouncing_ball:light_skin_tone:
⛹🏻‍♀,woman_bouncing_ball:light_skin_tone,:woman_bouncing_ball:light_skin_tone:
⛹🏼‍♀️,woman_bouncing_ball:medium-light_skin_tone,:woman_bouncing_ball:medium-light_skin_tone:
⛹🏼‍♀,woman_bouncing_ball:medium-light_skin_tone,:woman_bouncing_ball:medium-light_skin_tone:
⛹🏽‍♀️,woman_bouncing_ball:medium_skin_tone,:woman_bouncing_ball:medium_skin_tone:
⛹🏽‍♀,woman_bouncing_ball:medium_skin_tone,:woman_bouncing_ball:medium_skin_tone:
⛹🏾‍♀️,woman_bouncing_ball:medium-dark_skin_tone,:woman_bouncing_ball:medium-dark_skin_tone:
⛹🏾‍♀,woman_bouncing_ball:medium-dark_skin_tone,:woman_bouncing_ball:medium-dark_skin_tone:
⛹🏿‍♀️,woman_bouncing_ball:dark_skin_tone,:woman_bouncing_ball:dark_skin_tone:
⛹🏿‍♀,woman_bouncing_ball:dark_skin_tone,:woman_bouncing_ball:dark_skin_tone:
🏋️,person_lifting_weights,:person_lifting_weights:
🏋,person_lifting_weights,:person_lifting_weights:
🏋🏻,person_lifting_weights:light_skin_tone,:person_lifting_weights:light_skin_tone:
🏋🏼,person_lifting_weights:medium-light_skin_tone,:person_lifting_weights:medium-light_skin_tone:
🏋🏽,person_lifting_weights:medium_skin_tone,:person_lifting_weights:medium_skin_tone:
🏋🏾,person_lifting_weights:medium-dark_skin_tone,:person_lifting_weights:medium-dark_skin_tone:
🏋🏿,person_lifting_weights:dark_skin_tone,:person_lifting_weights:dark_skin_tone:
🏋️‍♂️,man_lifting_weights,:man_lifting_weights:
🏋‍♂️,man_lifting_weights,:man_lifting_weights:
🏋️‍♂,man_lifting_weights,:man_lifting_weights:
🏋‍♂,man_lifting_weights,:man_lifting_weights:
🏋🏻‍♂️,man_lifting_weights:light_skin_tone,:man_lifting_weights:light_skin_tone:
🏋🏻‍♂,man_lifting_weights:light_skin_tone,:man_lifting_weights:light_skin_tone:
🏋🏼‍♂️,man_lifting_weights:medium-light_skin_tone,:man_lifting_weights:medium-light_skin_tone:
🏋🏼‍♂,man_lifting_weights:medium-light_skin_tone,:man_lifting_weights:medium-light_skin_tone:
🏋🏽‍♂️,man_lifting_weights:medium_skin_tone,:man_lifting_weights:medium_skin_tone:
🏋🏽‍♂,man_lifting_weights:medium_skin_tone,:man_lifting_weights:medium_skin_tone:
🏋🏾‍♂️,man_lifting_weights:medium-dark_skin_tone,:man_lifting_weights:medium-dark_skin_tone:
🏋🏾‍♂,man_lifting_weights:medium-dark_skin_tone,:man_lifting_weights:medium-dark_skin_tone:
🏋🏿‍♂️,man_lifting_weights:dark_skin_tone,:man_lifting_weights:dark_skin_tone:
🏋🏿‍♂,man_lifting_weights:dark_skin_tone,:man_lifting_weights:dark_skin_tone:
🏋️‍♀️,woman_lifting_weights,:woman_lifting_weights:
🏋‍♀️,woman_lifting_weights,:woman_lifting_weights:
🏋️‍♀,woman_lifting_weights,:woman_lifting_weights:
🏋‍♀,woman_lifting_weights,:woman_lifting_weights:
🏋🏻‍♀️,woman_lifting_weights:light_skin_tone,:woman_lifting_weights:light_skin_tone:
🏋🏻‍♀,woman_lifting_weights:light_skin_tone,:woman_lifting_weights:light_skin_tone:
🏋🏼‍♀️,woman_lifting_weights:medium-light_skin_tone,:woman_lifting_weights:medium-light_skin_tone:
🏋🏼‍♀,woman_lifting_weights:medium-light_skin_tone,:woman_lifting_weights:medium-light_skin_tone:
🏋🏽‍♀️,woman_lifting_weights:medium_skin_tone,:woman_lifting_weights:medium_skin_tone:
🏋🏽‍♀,woman_lifting_weights:medium_skin_tone,:woman_lifting_weights:medium_skin_tone:
🏋🏾‍♀️,woman_lifting_weights:medium-dark_skin_tone,:woman_lifting_weights:medium-dark_skin_tone:
🏋🏾‍♀,woman_lifting_weights:medium-dark_skin_tone,:woman_lifting_weights:medium-dark_skin_tone:
🏋🏿‍♀️,woman_lifting_weights:dark_skin_tone,:woman_lifting_weights:dark_skin_tone:
🏋🏿‍♀,woman_lifting_weights:dark_skin_tone,:woman_lifting_weights:dark_skin_tone:
🚴,person_biking,:person_biking:
🚴🏻,person_biking:light_skin_tone,:person_biking:light_skin_tone:
🚴🏼,person_biking:medium-light_skin_tone,:person_biking:medium-light_skin_tone:
🚴🏽,person_biking:medium_skin_tone,:person_biking:medium_skin_tone:
🚴🏾,person_biking:medium-dark_skin_tone,:person_biking:medium-dark_skin_tone:
🚴🏿,person_biking:dark_skin_tone,:person_biking:dark_skin_tone:
🚴‍♂️,man_biking,:man_biking:
🚴‍♂,man_biking,:man_biking:
🚴🏻‍♂️,man_biking:light_skin_tone,:man_biking:light_skin_tone:
🚴🏻‍♂,man_biking:light_skin_tone,:man_biking:light_skin_tone:
🚴🏼‍♂️,man_biking:medium-light_skin_tone,:man_biking:medium-light_skin_tone:
🚴🏼‍♂,man_biking:medium-light_skin_tone,:man_biking:medium-light_skin_tone:
🚴🏽‍♂️,man_biking:medium_skin_tone,:man_biking:medium_skin_tone:
🚴🏽‍♂,man_biking:medium_skin_tone,:man_biking:medium_skin_tone:
🚴🏾‍♂️,man_biking:medium-dark_skin_tone,:man_biking:medium-dark_skin_tone:
🚴🏾‍♂,man_biking:medium-dark_skin_tone,:man_biking:medium-dark_skin_tone:
🚴🏿‍♂️,man_biking:dark_skin_tone,:man_biking:dark_skin_tone:
🚴🏿‍♂,man_biking:dark_skin_tone,:man_biking:dark_skin_tone:
🚴‍♀️,woman_biking,:woman_biking:
🚴‍♀,woman_biking,:woman_biking:
🚴🏻‍♀️,woman_biking:light_skin_tone,:woman_biking:light_skin_tone:
🚴🏻‍♀,woman_biking:light_skin_tone,:woman_biking:light_skin_tone:
🚴🏼‍♀️,woman_biking:medium-light_skin_tone,:woman_biking:medium-light_skin_tone:
🚴🏼‍♀,woman_biking:medium-light_skin_tone,:woman_biking:medium-light_skin_tone:
🚴🏽‍♀️,woman_biking:medium_skin_tone,:woman_biking:medium_skin_tone:
🚴🏽‍♀,woman_biking:medium_skin_tone,:woman_biking:medium_skin_tone:
🚴🏾‍♀️,woman_biking:medium-dark_skin_tone,:woman_biking:medium-dark_skin_tone:
🚴🏾‍♀,woman_biking:medium-dark_skin_tone,:woman_biking:medium-dark_skin_tone:
🚴🏿‍♀️,woman_biking:dark_skin_tone,:woman_biking:dark_skin_tone:
🚴🏿‍♀,woman_biking:dark_skin_tone,:woman_biking:dark_skin_tone:
🚵,person_mountain_biking,:person_mountain_biking:
🚵🏻,person_mountain_biking:light_skin_tone,:person_mountain_biking:light_skin_tone:
🚵🏼,person_mountain_biking:medium-light_skin_tone,:person_mountain_biking:medium-light_skin_tone:
🚵🏽,person_mountain_biking:medium_skin_tone,:person_mountain_biking:medium_skin_tone:
