emoji,name,shortname
🙅🏾‍♂,man_gesturing_NO:medium-dark_skin_tone,:man_gesturing_NO:medium-dark_skin_tone:
🙅🏿‍♂️,man_gesturing_NO:dark_skin_tone,:man_gesturing_NO:dark_skin_tone:
🙅🏿‍♂,man_gesturing_NO:dark_skin_tone,:man_gesturing_NO:dark_skin_tone:
🙅‍♀️,woman_gesturing_NO,:woman_gesturing_NO:
🙅‍♀,woman_gesturing_NO,:woman_gesturing_NO:
🙅🏻‍♀️,woman_gesturing_NO:light_skin_tone,:woman_gesturing_NO:light_skin_tone:
🙅🏻‍♀,woman_gesturing_NO:light_skin_tone,:woman_gesturing_NO:light_skin_tone:
🙅🏼‍♀️,woman_gesturing_NO:medium-light_skin_tone,:woman_gesturing_NO:medium-light_skin_tone:
🙅🏼‍♀,woman_gesturing_NO:medium-light_skin_tone,:woman_gesturing_NO:medium-light_skin_tone:
🙅🏽‍♀️,woman_gesturing_NO:medium_skin_tone,:woman_gesturing_NO:medium_skin_tone:
🙅🏽‍♀,woman_gesturing_NO:medium_skin_tone,:woman_gesturing_NO:medium_skin_tone:
🙅🏾‍♀️,woman_gesturing_NO:medium-dark_skin_tone,:woman_gesturing_NO:medium-dark_skin_tone:
🙅🏾‍♀,woman_gesturing_NO:medium-dark_skin_tone,:woman_gesturing_NO:medium-dark_skin_tone:
🙅🏿‍♀️,woman_gesturing_NO:dark_skin_tone,:woman_gesturing_NO:dark_skin_tone:
🙅🏿‍♀,woman_gesturing_NO:dark_skin_tone,:woman_gesturing_NO:dark_skin_tone:
🙆,person_gesturing_OK,:person_gesturing_OK:
🙆🏻,person_gesturing_OK:light_skin_tone,:person_gesturing_OK:light_skin_tone:
🙆🏼,person_gesturing_OK:medium-light_skin_tone,:person_gesturing_OK:medium-light_skin_tone:
🙆🏽,person_gesturing_OK:medium_skin_tone,:person_gesturing_OK:medium_skin_tone:
🙆🏾,person_gesturing_OK:medium-dark_skin_tone,:person_gesturing_OK:medium-dark_skin_tone:
🙆🏿,person_gesturing_OK:dark_skin_tone,:person_gesturing_OK:dark_skin_tone:
🙆‍♂️,man_gesturing_OK,:man_gesturing_OK:
🙆‍♂,man_gesturing_OK,:man_gesturing_OK:
🙆🏻‍♂️,man_gesturing_OK:light_skin_tone,:man_gesturing_OK:light_skin_tone:
🙆🏻‍♂,man_gesturing_OK:light_skin_tone,:man_gesturing_OK:light_skin_tone:
🙆🏼‍♂️,man_gesturing_OK:medium-light_skin_tone,:man_gesturing_OK:medium-light_skin_tone:
🙆🏼‍♂,man_gesturing_OK:medium-light_skin_tone,:man_gesturing_OK:medium-light_skin_tone:
🙆🏽‍♂️,man_gesturing_OK:medium_skin_tone,:man_gesturing_OK:medium_skin_tone:
🙆🏽‍♂,man_gesturing_OK:medium_skin_tone,:man_gesturing_OK:medium_skin_tone:
🙆🏾‍♂️,man_gesturing_OK:medium-dark_skin_tone,:man_gesturing_OK:medium-dark_skin_tone:
🙆🏾‍♂,man_gesturing_OK:medium-dark_skin_tone,:man_gesturing_OK:medium-dark_skin_tone:
🙆🏿‍♂️,man_gesturing_OK:dark_skin_tone,:man_gesturing_OK:dark_skin_tone:
🙆🏿‍♂,man_gesturing_OK:dark_skin_tone,:man_gesturing_OK:dark_skin_tone:
🙆‍♀️,woman_gesturing_OK,:woman_gesturing_OK:
🙆‍♀,woman_gesturing_OK,:woman_gesturing_OK:
🙆🏻‍♀️,woman_gesturing_OK:light_skin_tone,:woman_gesturing_OK:light_skin_tone:
🙆🏻‍♀,woman_gesturing_OK:light_skin_tone,:woman_gesturing_OK:light_skin_tone:
🙆🏼‍♀️,woman_gesturing_OK:medium-light_skin_tone,:woman_gesturing_OK:medium-light_skin_tone:
🙆🏼‍♀,woman_gesturing_OK:medium-light_skin_tone,:woman_gesturing_OK:medium-light_skin_tone:
🙆🏽‍♀️,woman_gesturing_OK:medium_skin_tone,:woman_gesturing_OK:medium_skin_tone:
🙆🏽‍♀,woman_gesturing_OK:medium_skin_tone,:woman_gesturing_OK:medium_skin_tone:
🙆🏾‍♀️,woman_gesturing_OK:medium-dark_skin_tone,:woman_gesturing_OK:medium-dark_skin_tone:
🙆🏾‍♀,woman_gesturing_OK:medium-dark_skin_tone,:woman_gesturing_OK:medium-dark_skin_tone:
🙆🏿‍♀️,woman_gesturing_OK:dark_skin_tone,:woman_gesturing_OK:dark_skin_tone:
🙆🏿‍♀,woman_gesturing_OK:dark_skin_tone,:woman_gesturing_OK:dark_skin_tone:
💁,person_tipping_hand,:person_tipping_hand:
💁🏻,person_tipping_hand:light_skin_tone,:person_tipping_hand:light_skin_tone:
💁🏼,person_tipping_hand:medium-light_skin_tone,:person_tipping_hand:medium-light_skin_tone:
💁🏽,person_tipping_hand:medium_skin_tone,:person_tipping_hand:medium_skin_tone:
💁🏾,person_tipping_hand:medium-dark_skin_tone,:person_tipping_hand:medium-dark_skin_tone:
💁🏿,person_tipping_hand:dark_skin_tone,:person_tipping_hand:dark_skin_tone:
💁‍♂️,man_tipping_hand,:man_tipping_hand:
💁‍♂,man_tipping_hand,:man_tipping_hand:
💁🏻‍♂️,man_tipping_hand:light_skin_tone,:man_tipping_hand:light_skin_tone:
💁🏻‍♂,man_tipping_hand:light_skin_tone,:man_tipping_hand:light_skin_tone:
💁🏼‍♂️,man_tipping_hand:medium-light_skin_tone,:man_tipping_hand:medium-light_skin_tone:
💁🏼‍♂,man_tipping_hand:medium-light_skin_tone,:man_tipping_hand:medium-light_skin_tone:
💁🏽‍♂️,man_tipping_hand:medium_skin_tone,:man_tipping_hand:medium_skin_tone:
💁🏽‍♂,man_tipping_hand:medium_skin_tone,:man_tipping_hand:medium_skin_tone:
💁🏾‍♂️,man_tipping_hand:medium-dark_skin_tone,:man_tipping_hand:medium-dark_skin_tone:
💁🏾‍♂,man_tipping_hand:medium-dark_skin_tone,:man_tipping_hand:medium-dark_skin_tone:
💁🏿‍♂️,man_tipping_hand:dark_skin_tone,:man_tipping_hand:dark_skin_tone:
💁🏿‍♂,man_tipping_hand:dark_skin_tone,:man_tipping_hand:dark_skin_tone:
💁‍♀️,woman_tipping_hand,:woman_tipping_hand:
💁‍♀,woman_tipping_hand,:woman_tipping_hand:
💁🏻‍♀️,woman_tipping_hand:light_skin_tone,:woman_tipping_hand:light_skin_tone:
💁🏻‍♀,woman_tipping_hand:light_skin_tone,:woman_tipping_hand:light_skin_tone:
💁🏼‍♀️,woman_tipping_hand:medium-light_skin_tone,:woman_tipping_hand:medium-light_skin_tone:
💁🏼‍♀,woman_tipping_hand:medium-light_skin_tone,:woman_tipping_hand:medium-light_skin_tone:
💁🏽‍♀️,woman_tipping_hand:medium_skin_tone,:woman_tipping_hand:medium_skin_tone:
💁🏽‍♀,woman_tipping_hand:medium_skin_tone,:woman_tipping_hand:medium_skin_tone:
💁🏾‍♀️,woman_tipping_hand:medium-dark_skin_tone,:woman_tipping_hand:medium-dark_skin_tone:
💁🏾‍♀,woman_tipping_hand:medium-dark_skin_tone,:woman_tipping_hand:medium-dark_skin_tone:
💁🏿‍♀️,woman_tipping_hand:dark_skin_tone,:woman_tipping_hand:dark_skin_tone:
💁🏿‍♀,woman_tipping_hand:dark_skin_tone,:woman_tipping_hand:dark_skin_tone:
🙋,person_raising_hand,:person_raising_hand:
🙋🏻,person_raising_hand:light_skin_tone,:person_raising_hand:light_skin_tone:
🙋🏼,person_raising_hand:medium-light_skin_tone,:person_raising_hand:medium-light_skin_tone:
🙋🏽,person_raising_hand:medium_skin_tone,:person_raising_hand:medium_skin_tone:
🙋🏾,person_raising_hand:medium-dark_skin_tone,:person_raising_hand:medium-dark_skin_tone:
🙋🏿,person_raising_hand:dark_skin_tone,:person_raising_hand:dark_skin_tone:
🙋‍♂️,man_raising_hand,:man_raising_hand:
🙋‍♂,man_raising_hand,:man_raising_hand:
🙋🏻‍♂️,man_raising_hand:light_skin_tone,:man_raising_hand:light_skin_tone:
🙋🏻‍♂,man_raising_hand:light_skin_tone,:man_raising_hand:light_skin_tone:
🙋🏼‍♂️,man_raising_hand:medium-light_skin_tone,:man_raising_hand:medium-light_skin_tone:
🙋🏼‍♂,man_raising_hand:medium-light_skin_tone,:man_raising_hand:medium-light_skin_tone:
🙋🏽‍♂️,man_raising_hand:medium_skin_tone,:man_raising_hand:medium_skin_tone:
🙋🏽‍♂,man_raising_hand:medium_skin_tone,:man_raising_hand:medium_skin_tone:
🙋🏾‍♂️,man_raising_hand:medium-dark_skin_tone,:man_raising_hand:medium-dark_skin_tone:
🙋🏾‍♂,man_raising_hand:medium-dark_skin_tone,:man_raising_hand:medium-dark_skin_tone:
🙋🏿‍♂️,man_raising_hand:dark_skin_tone,:man_raising_hand:dark_skin_tone:
🙋🏿‍♂,man_raising_hand:dark_skin_tone,:man_raising_hand:dark_skin_tone:
🙋‍♀️,woman_raising_hand,:woman_raising_hand:
🙋‍♀,woman_raising_hand,:woman_raising_hand:
🙋🏻‍♀️,woman_raising_hand:light_skin_tone,:woman_raising_hand:light_skin_tone:
🙋🏻‍♀,woman_raising_hand:light_skin_tone,:woman_raising_hand:light_skin_tone:
🙋🏼‍♀️,woman_raising_hand:medium-light_skin_tone,:woman_raising_hand:medium-light_skin_tone:
🙋🏼‍♀,woman_raising_hand:medium-light_skin_tone,:woman_raising_hand:medium-light_skin_tone:
🙋🏽‍♀️,woman_raising_hand:medium_skin_tone,:woman_raising_hand:medium_skin_tone:
🙋🏽‍♀,woman_raising_hand:medium_skin_tone,:woman_raising_hand:medium_skin_tone:
🙋🏾‍♀️,woman_raising_hand:medium-dark_skin_tone,:woman_raising_hand:medium-dark_skin_tone:
🙋🏾‍♀,woman_raising_hand:medium-dark_skin_tone,:woman_raising_hand:medium-dark_skin_tone:
🙋🏿‍♀️,woman_raising_hand:dark_skin_tone,:woman_raising_hand:dark_skin_tone:
🙋🏿‍♀,woman_raising_hand:dark_skin_tone,:woman_raising_hand:dark_skin_tone:
🙇,person_bowing,:person_bowing:
🙇🏻,person_bowing:light_skin_tone,:person_bowing:light_skin_tone:
🙇🏼,person_bowing:medium-light_skin_tone,:person_bowing:medium-light_skin_tone:
🙇🏽,person_bowing:medium_skin_tone,:person_bowing:medium_skin_tone:
🙇🏾,person_bowing:medium-dark_skin_tone,:person_bowing:medium-dark_skin_tone:
🙇🏿,person_bowing:dark_skin_tone,:person_bowing:dark_skin_tone:
🙇‍♂️,man_bowing,:man_bowing:
🙇‍♂,man_bowing,:man_bowing:
🙇🏻‍♂️,man_bowing:light_skin_tone,:man_bowing:light_skin_tone:
🙇🏻‍♂,man_bowing:light_skin_tone,:man_bowing:light_skin_tone:
🙇🏼‍♂️,man_bowing:medium-light_skin_tone,:man_bowing:medium-light_skin_tone:
🙇🏼‍♂,man_bowing:medium-light_skin_tone,:man_bowing:medium-light_skin_tone:
🙇🏽‍♂️,man_bowing:medium_skin_tone,:man_bowing:medium_skin_tone:
🙇🏽‍♂,man_bowing:medium_skin_tone,:man_bowing:medium_skin_tone:
🙇🏾‍♂️,man_bowing:medium-dark_skin_tone,:man_bowing:medium-dark_skin_tone:
🙇🏾‍♂,man_bowing:medium-dark_skin_tone,:man_bowing:medium-dark_skin_tone:
🙇🏿‍♂️,man_bowing:dark_skin_tone,:man_bowing:dark_skin_tone:
🙇🏿‍♂,man_bowing:dark_skin_tone,:man_bowing:dark_skin_tone:
🙇‍♀️,woman_bowing,:woman_bowing:
🙇‍♀,woman_bowing,:woman_bowing:
🙇🏻‍♀️,woman_bowing:light_skin_tone,:woman_bowing:light_skin_tone:
🙇🏻‍♀,woman_bowing:light_skin_tone,:woman_bowing:light_skin_tone:
🙇🏼‍♀️,woman_bowing:medium-light_skin_tone,:woman_bowing:medium-light_skin_tone:
🙇🏼‍♀,woman_bowing:medium-light_skin_tone,:woman_bowing:medium-light_skin_tone:
🙇🏽‍♀️,woman_bowing:medium_skin_tone,:woman_bowing:medium_skin_tone:
🙇🏽‍♀,woman_bowing:medium_skin_tone,:woman_bowing:medium_skin_tone:
🙇🏾‍♀️,woman_bowing:medium-dark_skin_tone,:woman_bowing:medium-dark_skin_tone:
🙇🏾‍♀,woman_bowing:medium-dark_skin_tone,:woman_bowing:medium-dark_skin_tone:
🙇🏿‍♀️,woman_bowing:dark_skin_tone,:woman_bowing:dark_skin_tone:
🙇🏿‍♀,woman_bowing:dark_skin_tone,:woman_bowing:dark_skin_tone:
🤦,person_facepalming,:person_facepalming:
🤦🏻,person_facepalming:light_skin_tone,:person_facepalming:light_skin_tone:
🤦🏼,person_facepalming:medium-light_skin_tone,:person_facepalming:medium-light_skin_tone:
🤦🏽,person_facepalming:medium_skin_tone,:person_facepalming:medium_skin_tone:
🤦🏾,person_facepalming:medium-dark_skin_tone,:person_facepalming:medium-dark_skin_tone:
🤦🏿,person_facepalming:dark_skin_tone,:person_facepalming:dark_skin_tone:
🤦‍♂️,man_facepalming,:man_facepalming:
🤦‍♂,man_facepalming,:man_facepalming:
🤦🏻‍♂️,man_facepalming:light_skin_tone,:man_facepalming:light_skin_tone:
🤦🏻‍♂,man_facepalming:light_skin_tone,:man_facepalming:light_skin_tone:
🤦🏼‍♂️,man_facepalming:medium-light_skin_tone,:man_facepalming:medium-light_skin_tone:
🤦🏼‍♂,man_facepalming:medium-light_skin_tone,:man_facepalming:medium-light_skin_tone:
🤦🏽‍♂️,man_facepalming:medium_skin_tone,:man_facepalming:medium_skin_tone:
🤦🏽‍♂,man_facepalming:medium_skin_tone,:man_facepalming:medium_skin_tone:
🤦🏾‍♂️,man_facepalming:medium-dark_skin_tone,:man_facepalming:medium-dark_skin_tone:
🤦🏾‍♂,man_facepalming:medium-dark_skin_tone,:man_facepalming:medium-dark_skin_tone:
🤦🏿‍♂️,man_facepalming:dark_skin_tone,:man_facepalming:dark_skin_tone:
🤦🏿‍♂,man_facepalming:dark_skin_tone,:man_facepalming:dark_skin_tone:
🤦‍♀️,woman_facepalming,:woman_facepalming:
🤦‍♀,woman_facepalming,:woman_facepalming:
🤦🏻‍♀️,woman_facepalming:light_skin_tone,:woman_facepalming:light_skin_tone:
🤦🏻‍♀,woman_facepalming:light_skin_tone,:woman_facepalming:light_skin_tone:
🤦🏼‍♀️,woman_facepalming:medium-light_skin_tone,:woman_facepalming:medium-light_skin_tone:
🤦🏼‍♀,woman_facepalming:medium-light_skin_tone,:woman_facepalming:medium-light_skin_tone:
🤦🏽‍♀️,woman_facepalming:medium_skin_tone,:woman_facepalming:medium_skin_tone:
🤦🏽‍♀,woman_facepalming:medium_skin_tone,:woman_facepalming:medium_skin_tone:
🤦🏾‍♀️,woman_facepalming:medium-dark_skin_tone,:woman_facepalming:medium-dark_skin_tone:
🤦🏾‍♀,woman_facepalming:medium-dark_skin_tone,:woman_facepalming:medium-dark_skin_tone:
🤦🏿‍♀️,woman_facepalming:dark_skin_tone,:woman_facepalming:dark_skin_tone:
🤦🏿‍♀,woman_facepalming:dark_skin_tone,:woman_facepalming:dark_skin_tone:
🤷,person_shrugging,:person_shrugging:
🤷🏻,person_shrugging:light_skin_tone,:person_shrugging:light_skin_tone:
🤷🏼,person_shrugging:medium-light_skin_tone,:person_shrugging:medium-light_skin_tone:
🤷🏽,person_shrugging:medium_skin_tone,:person_shrugging:medium_skin_tone:
🤷🏾,person_shrugging:medium-dark_skin_tone,:person_shrugging:medium-dark_skin_tone:
🤷🏿,person_shrugging:dark_skin_tone,:person_shrugging:dark_skin_tone:
🤷‍♂️,man_shrugging,:man_shrugging:
🤷‍♂,man_shrugging,:man_shrugging:
🤷🏻‍♂️,man_shrugging:light_skin_tone,:man_shrugging:light_skin_tone:
🤷🏻‍♂,man_shrugging:light_skin_tone,:man_shrugging:light_skin_tone:
🤷🏼‍♂️,man_shrugging:medium-light_skin_tone,:man_shrugging:medium-light_skin_tone:
🤷🏼‍♂,man_shrugging:medium-light_skin_tone,:man_shrugging:medium-light_skin_tone:
🤷🏽‍♂️,man_shrugging:medium_skin_tone,:man_shrugging:medium_skin_tone:
🤷🏽‍♂,man_shrugging:medium_skin_tone,:man_shrugging:medium_skin_tone:
🤷🏾‍♂️,man_shrugging:medium-dark_skin_tone,:man_shrugging:medium-dark_skin_tone:
🤷🏾‍♂,man_shrugging:medium-dark_skin_tone,:man_shrugging:medium-dark_skin_tone:
🤷🏿‍♂️,man_shrugging:dark_skin_tone,:man_shrugging:dark_skin_tone:
🤷🏿‍♂,man_shrugging:dark_skin_tone,:man_shrugging:dark_skin_tone:
🤷‍♀️,woman_shrugging,:woman_shrugging:
🤷‍♀,woman_shrugging,:woman_shrugging:
🤷🏻‍♀️,woman_shrugging:light_skin_tone,:woman_shrugging:light_skin_tone:
🤷🏻‍♀,woman_shrugging:light_skin_tone,:woman_shrugging:light_skin_tone:
🤷🏼‍♀️,woman_shrugging:medium-light_skin_tone,:woman_shrugging:medium-light_skin_tone:
🤷🏼‍♀,woman_shrugging:medium-light_skin_tone,:woman_shrugging:medium-light_skin_tone:
🤷🏽‍♀️,woman_shrugging:medium_skin_tone,:woman_shrugging:medium_skin_tone:
🤷🏽‍♀,woman_shrugging:medium_skin_tone,:woman_shrugging:medium_skin_tone:
🤷🏾‍♀️,woman_shrugging:medium-dark_skin_tone,:woman_shrugging:medium-dark_skin_tone:
🤷🏾‍♀,woman_shrugging:medium-dark_skin_tone,:woman_shrugging:medium-dark_skin_tone:
🤷🏿‍♀️,woman_shrugging:dark_skin_tone,:woman_shrugging:dark_skin_tone:
🤷🏿‍♀,woman_shrugging:dark_skin_tone,:woman_shrugging:dark_skin_tone:
💆,person_getting_massage,:person_getting_massage:
💆🏻,person_getting_massage:light_skin_tone,:person_getting_massage:light_skin_tone:
💆🏼,person_getting_massage:medium-light_skin_tone,:person_getting_massage:medium-light_skin_tone:
💆🏽,person_getting_massage:medium_skin_tone,:person_getting_massage:medium_skin_tone:
💆🏾,person_getting_massage:medium-dark_skin_tone,:person_getting_massage:medium-dark_skin_tone:
💆🏿,person_getting_massage:dark_skin_tone,:person_getting_massage:dark_skin_tone:
💆‍♂️,man_getting_massage,:man_getting_massage:
💆‍♂,man_getting_massage,:man_getting_massage:
💆🏻‍♂️,man_getting_massage:light_skin_tone,:man_getting_massage:light_skin_tone:
💆🏻‍♂,man_getting_massage:light_skin_tone,:man_getting_massage:light_skin_tone:
💆🏼‍♂️,man_getting_massage:medium-light_skin_tone,:man_getting_massage:medium-light_skin_tone:
💆🏼‍♂,man_getting_massage:medium-light_skin_tone,:man_getting_massage:medium-light_skin_tone:
💆🏽‍♂️,man_getting_massage:medium_skin_tone,:man_getting_massage:medium_skin_tone:
💆🏽‍♂,man_getting_massage:medium_skin_tone,:man_getting_massage:medium_skin_tone:
💆🏾‍♂️,man_getting_massage:medium-dark_skin_tone,:man_getting_massage:medium-dark_skin_tone:
💆🏾‍♂,man_getting_massage:medium-dark_skin_tone,:man_getting_massage:medium-dark_skin_tone:
💆🏿‍♂️,man_getting_massage:dark_skin_tone,:man_getting_massage:dark_skin_tone:
💆🏿‍♂,man_getting_massage:dark_skin_tone,:man_getting_massage:dark_skin_tone:
💆‍♀️,woman_getting_massage,:woman_getting_massage:
💆‍♀,woman_getting_massage,:woman_getting_massage:
💆🏻‍♀️,woman_getting_massage:light_skin_tone,:woman_getting_massage:light_skin_tone:
💆🏻‍♀,woman_getting_massage:light_skin_tone,:woman_getting_massage:light_skin_tone:
💆🏼‍♀️,woman_getting_massage:medium-light_skin_tone,:woman_getting_massage:medium-light_skin_tone:
💆🏼‍♀,woman_getting_massage:medium-light_skin_tone,:woman_getting_massage:medium-light_skin_tone:
💆🏽‍♀️,woman_getting_massage:medium_skin_tone,:woman_getting_massage:medium_skin_tone:
💆🏽‍♀,woman_getting_massage:medium_skin_tone,:woman_getting_massage:medium_skin_tone:
💆🏾‍♀️,woman_getting_massage:medium-dark_skin_tone,:woman_getting_massage:medium-dark_skin_tone:
💆🏾‍♀,woman_getting_massage:medium-dark_skin_tone,:woman_getting_massage:medium-dark_skin_tone:
💆🏿‍♀️,woman_getting_massage:dark_skin_tone,:woman_getting_massage:dark_skin_tone:
💆🏿‍♀,woman_getting_massage:dark_skin_tone,:woman_getting_massage:dark_skin_tone:
💇,person_getting_haircut,:person_getting_haircut:
💇🏻,person_getting_haircut:light_skin_tone,:person_getting_haircut:light_skin_tone:
💇🏼,person_getting_haircut:medium-light_skin_tone,:person_getting_haircut:medium-light_skin_tone:
💇🏽,person_getting_haircut:medium_skin_tone,:person_getting_haircut:medium_skin_tone:
💇🏾,person_getting_haircut:medium-dark_skin_tone,:person_getting_haircut:medium-dark_skin_tone:
💇🏿,person_getting_haircut:dark_skin_tone,:person_getting_haircut:dark_skin_tone:
💇‍♂️,man_getting_haircut,:man_getting_haircut:
💇‍♂,man_getting_haircut,:man_getting_haircut:
💇🏻‍♂️,man_getting_haircut:light_skin_tone,:man_getting_haircut:light_skin_tone:
💇🏻‍♂,man_getting_haircut:light_skin_tone,:man_getting_haircut:light_skin_tone:
💇🏼‍♂️,man_getting_haircut:medium-light_skin_tone,:man_getting_haircut:medium-light_skin_tone:
💇🏼‍♂,man_getting_haircut:medium-light_skin_tone,:man_getting_haircut:medium-light_skin_tone:
💇🏽‍♂️,man_getting_haircut:medium_skin_tone,:man_getting_haircut:medium_skin_tone:
💇🏽‍♂,man_getting_haircut:medium_skin_tone,:man_getting_haircut:medium_skin_tone:
💇🏾‍♂️,man_getting_haircut:medium-dark_skin_tone,:man_getting_haircut:medium-dark_skin_tone:
💇🏾‍♂,man_getting_haircut:medium-dark_skin_tone,:man_getting_haircut:medium-dark_skin_tone:
💇🏿‍♂️,man_getting_haircut:dark_skin_tone,:man_getting_haircut:dark_skin_tone:
💇🏿‍♂,man_getting_haircut:dark_skin_tone,:man_getting_haircut:dark_skin_tone:
💇‍♀️,woman_getting_haircut,:woman_getting_haircut:
💇‍♀,woman_getting_haircut,:woman_getting_haircut:
💇🏻‍♀️,woman_getting_haircut:light_skin_tone,:woman_getting_haircut:light_skin_tone:
💇🏻‍♀,woman_getting_haircut:light_skin_tone,:woman_getting_haircut:light_skin_tone:
💇🏼‍♀️,woman_getting_haircut:medium-light_skin_tone,:woman_getting_haircut:medium-light_skin_tone:
💇🏼‍♀,woman_getting_haircut:medium-light_skin_tone,:woman_getting_haircut:medium-light_skin_tone:
💇🏽‍♀️,woman_getting_haircut:medium_skin_tone,:woman_getting_haircut:medium_skin_tone:
💇🏽‍♀,woman_getting_haircut:medium_skin_tone,:woman_getting_haircut:medium_skin_tone:
